id_cliente,evadido,genero,es_adulto_mayor,tiene_pareja,tiene_dependientes,meses_en_empresa,servicio_telefonico,lineas_multiples,tipo_internet,internet.OnlineSecurity,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,tv_streaming,peliculas_streaming,tipo_contrato,facturacion_electronica,metodo_pago,cargo_mensual,cargo_total,cargo_diario,evadido_etiqueta,adulto_mayor
3814-MLAXC,1,Female,0,0,0,31,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),79.85,2404.15,2.6616666666666666,Sí,No
3815-SLMEF,1,Female,0,0,0,3,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,34.25,139.35,1.1416666666666666,Sí,No
3823-KYNQY,0,Male,0,0,0,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.95,280.4,0.8316666666666667,No,No
3824-RHKVR,0,Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,340.35,0.6566666666666666,No,No
3831-YCPUO,0,Female,0,1,1,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.5,7854.9,3.65,No,No
3834-XUIFC,1,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,85.2,602.55,2.8400000000000003,Sí,No
3836-FZSDJ,0,Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.85,1901.0,0.8283333333333334,No,Sí
3838-OZURD,1,Male,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.0,7133.25,3.5,Sí,No
3841-CONLJ,0,Female,0,1,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,35.0,35.0,1.1666666666666667,No,No
3841-NFECX,0,Female,1,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),96.35,6766.95,3.2116666666666664,No,Sí
3842-IYKUE,1,Female,0,0,0,35,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),85.3,2917.5,2.8433333333333333,Sí,No
3842-QTGDL,0,Male,0,1,0,16,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),80.75,1321.3,2.691666666666667,No,No
3845-FXCYS,0,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.65,31.2,0.6549999999999999,No,No
3845-JHAMY,0,Female,0,1,1,16,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),35.5,552.7,1.1833333333333333,No,No
3847-BAERP,0,Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,247.0,0.6966666666666667,No,No
3850-OKINF,0,Male,0,1,1,71,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,1,Electronic check,66.2,4692.55,2.2066666666666666,No,No
3853-LYGAM,0,Male,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),95.65,1640.0,3.1883333333333335,No,No
3855-ONCAR,0,Female,0,1,1,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,78.9,299.75,2.6300000000000003,No,No
3858-VOBET,1,Male,0,0,0,23,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,1710.45,2.4983333333333335,Sí,No
3858-XHYJO,0,Female,0,1,0,40,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),105.75,4228.55,3.525,No,No
3859-CVCET,1,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,191.05,1.5216666666666667,Sí,No
3863-IUBJR,1,Male,0,1,1,12,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),53.65,696.35,1.7883333333333333,Sí,No
3863-QSTYI,0,Male,0,0,0,59,1,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,64.65,3735.45,2.1550000000000002,No,No
3865-QBWSJ,0,Male,1,0,1,38,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,80.45,3162.65,2.6816666666666666,No,Sí
3865-YIOTT,0,Male,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),106.1,7848.5,3.5366666666666666,No,No
3865-ZFZIB,0,Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,358.15,0.6549999999999999,No,No
3865-ZYKAD,0,Male,1,1,0,69,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),84.9,5785.65,2.83,No,Sí
3866-MDTUB,1,Female,0,0,0,2,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,70.75,146.9,2.3583333333333334,Sí,No
3870-MQAMG,1,Female,0,1,0,54,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,110.35,5893.15,3.6783333333333332,Sí,No
3870-SPZSI,0,Female,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),113.05,7869.05,3.768333333333333,No,No
3871-IKPYH,1,Male,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.1,69.1,2.3033333333333332,Sí,Sí
3873-NFTGI,0,Male,0,0,0,14,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,767.55,1.85,No,No
3873-WOSBC,0,Male,0,1,0,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1784.9,0.8533333333333334,No,No
3874-EQOEP,1,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.0,655.5,3.1666666666666665,Sí,No
3877-JRJIP,1,Male,0,0,0,1,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,59.85,59.85,1.995,Sí,No
3878-AVSOQ,0,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.25,71.25,2.375,No,Sí
3882-IYOIJ,0,Female,0,1,1,60,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.25,6758.45,3.841666666666667,No,No
3884-HCSWG,1,Female,0,0,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,1144.5,2.3333333333333335,Sí,No
3884-UEBXB,0,Female,0,1,1,67,0,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),36.15,2434.45,1.2049999999999998,No,No
3886-CERTZ,1,Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.25,8109.8,3.6416666666666666,Sí,No
3887-PBQAO,0,Female,0,1,1,45,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.9,1216.6,0.8633333333333333,No,No
3889-VWBID,0,Male,0,1,1,68,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),82.85,5776.45,2.7616666666666663,No,No
3890-RTCMS,0,Male,0,0,0,16,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,49.45,799.0,1.6483333333333334,No,No
3891-NLXJB,0,Male,0,0,0,37,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,40.55,1390.85,1.3516666666666666,No,No
3891-PUQOD,1,Female,0,0,1,1,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,59.2,59.2,1.9733333333333334,Sí,No
3892-NXAZG,0,Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.05,8289.2,3.8016666666666667,No,No
3893-JRNFS,0,Male,0,0,0,68,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),39.9,2796.35,1.3299999999999998,No,No
3896-RCYYE,0,Female,0,0,0,67,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),53.4,3579.15,1.78,No,No
3896-ZVNET,0,Female,0,1,1,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.7,571.75,0.8233333333333334,No,No
3898-BSJYF,0,Female,0,0,1,10,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),73.55,693.3,2.4516666666666667,No,No
3898-GUYTS,0,Female,1,0,0,45,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,97.05,4385.05,3.235,No,Sí
3900-AQPHZ,1,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9,0.6633333333333333,Sí,No
3902-FOIGH,1,Male,1,1,0,12,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,1218.55,3.378333333333333,Sí,Sí
3902-MIVLE,0,Male,0,1,1,63,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,75.7,4676.7,2.5233333333333334,No,No
3904-UKFRE,0,Male,0,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.1,336.15,2.67,No,No
3908-BLSYF,1,Female,0,0,0,6,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,83.9,497.55,2.796666666666667,Sí,No
3908-MKIMJ,0,Male,1,1,0,68,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Electronic check,41.95,2965.75,1.3983333333333334,No,Sí
3910-MRQOY,0,Female,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.4,1496.45,0.6466666666666666,No,No
3911-RSNHI,0,Female,0,1,0,71,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.4,4310.35,2.0466666666666664,No,No
3913-FCUUW,0,Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),70.45,5165.7,2.3483333333333336,No,No
3913-RDSJZ,0,Female,0,1,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.55,1714.95,0.8516666666666667,No,No
3914-FDRHP,0,Male,0,0,0,9,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,86.25,770.5,2.875,No,No
3915-ODIYG,0,Male,1,0,0,60,1,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,71.75,4374.55,2.3916666666666666,No,Sí
3916-NRPAP,0,Male,0,0,0,3,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),85.7,256.75,2.856666666666667,No,No
3920-HIHMQ,0,Female,0,0,1,26,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,49.5,1265.65,1.65,No,No
3923-CSIHK,1,Female,1,1,0,50,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.05,3444.85,2.368333333333333,Sí,Sí
3926-CUQZX,1,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.1,45.1,1.5033333333333334,Sí,No
3926-YZVVX,0,Female,0,0,0,41,1,No,DSL,No,No,No,Yes,No,No,One year,0,Bank transfer (automatic),50.05,2029.05,1.6683333333333332,No,No
3927-NLNRY,1,Male,0,1,0,53,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),94.25,4867.95,3.1416666666666666,Sí,No
3930-ZGWVE,0,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0.6583333333333333,No,No
3932-CMDTD,1,Female,0,0,0,4,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,105.65,443.9,3.521666666666667,Sí,No
3932-IJWDZ,0,Male,0,0,0,45,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.65,4747.85,3.455,No,No
3933-DQPWX,0,Female,0,0,0,50,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),39.7,1932.75,1.3233333333333335,No,No
3934-HXCFZ,1,Male,0,1,0,23,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,99.25,2186.4,3.308333333333333,Sí,No
3935-TBRZZ,0,Male,0,1,1,44,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.7,1110.5,0.8566666666666667,No,No
3936-QQFLL,0,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,39.3,0.6583333333333333,No,No
3938-YFPXD,0,Male,0,0,0,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),84.3,5997.1,2.81,No,No
3941-XTSKM,0,Male,0,1,1,42,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),45.1,2049.05,1.5033333333333334,No,No
3943-KDREE,1,Female,0,0,0,26,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.95,1834.95,2.4983333333333335,Sí,No
3945-GFWQL,1,Female,0,0,1,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.55,480.6,1.4849999999999999,Sí,No
3946-JEWRQ,0,Male,0,1,0,47,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),95.2,4563.0,3.1733333333333333,No,No
3946-MHCZW,1,Male,0,0,0,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,50.9,50.9,1.6966666666666665,Sí,No
3948-FVVRP,0,Male,0,1,1,9,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,54.8,452.8,1.8266666666666667,No,No
3948-KXDUF,0,Male,0,0,0,66,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),68.75,4447.55,2.2916666666666665,No,No
3948-XHGNA,1,Male,0,0,0,24,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.55,1210.4,1.6516666666666666,Sí,No
3950-VPYJB,0,Male,0,1,1,57,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,59.6,3509.4,1.9866666666666668,No,No
3951-NJCVI,0,Female,1,1,0,42,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.05,3944.5,3.1683333333333334,No,Sí
3955-JBZZM,0,Male,0,0,0,20,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.8,1641.3,2.6266666666666665,No,No
3956-CJUST,0,Female,1,0,0,23,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.4,1643.55,2.5133333333333336,No,Sí
3956-MGXOG,0,Female,0,0,0,28,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.6,2244.95,2.6866666666666665,No,No
3957-HHLMR,0,Female,0,1,1,70,1,Yes,DSL,Yes,No,No,No,No,Yes,One year,0,Bank transfer (automatic),65.2,4543.15,2.1733333333333333,No,No
3957-LXOLK,1,Female,1,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,3152.5,3.5383333333333336,Sí,Sí
3957-SQXML,0,Female,0,1,1,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.95,894.3,0.8316666666666667,No,No
3961-SXAXY,0,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.05,44.05,1.4683333333333333,No,No
3963-RYFNS,0,Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.45,8013.55,3.881666666666667,No,No
3966-HRMZA,0,Female,1,0,0,3,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,75.05,202.9,2.5016666666666665,No,Sí
3967-KXAPS,0,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),92.3,6719.9,3.0766666666666667,No,No
3967-VQOGC,0,Female,0,1,1,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.9,1680.25,0.83,No,No
3969-GYXEL,0,Female,0,0,0,11,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,76.4,838.7,2.546666666666667,No,No
3969-JQABI,0,Female,0,1,0,58,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),65.25,3791.6,2.175,No,No
3970-XGJDU,0,Female,0,0,0,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.2,1123.65,0.64,No,No
3973-SKMLN,0,Male,0,0,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.9,1355.1,0.6633333333333333,No,No
3976-BWUCK,1,Female,0,1,0,30,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),94.1,2804.45,3.1366666666666663,Sí,No
3976-HXHCE,0,Male,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,1414.8,0.6433333333333333,No,No
3976-NLDEZ,0,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,20.6,0.6866666666666668,No,No
3977-QCRSL,0,Female,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,117.95,0.6716666666666666,No,No
3978-YNKDD,0,Male,0,0,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.85,467.5,0.6950000000000001,No,No
3981-QSVQI,0,Male,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.7,168.9,0.6566666666666666,No,No
3982-DQLUS,0,Male,1,1,1,65,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,85.75,5688.45,2.8583333333333334,No,Sí
3982-JGSFD,0,Male,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,695.85,0.6783333333333333,No,No
3982-XWFZQ,1,Female,0,1,0,42,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.25,2203.65,1.675,Sí,No
3985-HOYPM,0,Male,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,525.55,0.6466666666666666,No,No
3987-KQDDU,0,Male,0,0,0,9,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.6,661.55,2.52,No,No
3988-RQIXO,1,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.3,91.3,3.0433333333333334,Sí,Sí
3990-QYKBE,1,Male,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.5,3473.4,3.0833333333333335,Sí,Sí
3992-YWPKO,1,Female,0,0,0,6,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.9,669.45,3.6633333333333336,Sí,No
3995-WFCSM,0,Female,0,0,0,2,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,60.85,111.4,2.0283333333333333,No,No
3996-ZNWYK,0,Male,1,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,1388.45,0.66,No,Sí
3999-QGRJH,1,Male,1,0,0,8,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,560.85,2.3233333333333333,Sí,Sí
3999-WRNGR,0,Female,0,1,1,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.75,3069.45,1.6583333333333334,No,No
4000-VGMQP,0,Male,0,1,1,38,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),78.95,2862.55,2.631666666666667,No,No
4001-TSBTV,0,Female,0,1,1,58,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.55,5511.65,3.0516666666666667,No,No
4002-BQWPQ,0,Male,0,0,0,25,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),81.75,2028.8,2.725,No,No
4003-FUSHP,0,Male,0,0,0,19,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),61.55,1093.2,2.0516666666666667,No,No
4003-OCTMP,0,Female,0,1,0,31,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,64.0,1910.75,2.1333333333333333,No,No
4006-HKYHO,0,Male,0,0,0,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.7,5309.5,2.89,No,No
4007-NHVHI,0,Female,1,0,0,56,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,96.85,5219.65,3.228333333333333,No,Sí
4009-ALQFH,1,Female,0,0,0,25,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,2369.05,3.316666666666667,Sí,No
4010-YLMVT,0,Female,0,0,0,56,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),106.6,5893.95,3.5533333333333332,No,No
4011-ARPHK,0,Male,0,0,0,27,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.35,1411.35,1.6783333333333335,No,No
4012-YCFAI,0,Male,0,1,0,60,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.35,3766.2,2.045,No,No
4012-ZTHBR,0,Female,0,1,1,21,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.95,926.25,1.4983333333333335,No,No
4013-GUXND,0,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,20.8,0.6933333333333334,No,No
4013-TLDHQ,1,Male,0,0,0,19,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,78.25,1490.95,2.6083333333333334,Sí,No
4013-UBXWQ,1,Female,0,0,0,7,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,74.65,521.1,2.4883333333333337,Sí,No
4016-BJKTZ,0,Female,0,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.9,2809.05,3.6300000000000003,No,No
4018-KJYUY,0,Male,0,0,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.15,432.5,0.6716666666666666,No,No
4018-PPNDW,0,Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,1551.6,0.8033333333333333,No,No
4020-KIUDI,0,Male,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,138.85,0.6616666666666667,No,No
4021-RQSNY,1,Male,1,1,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,3004.15,3.283333333333333,Sí,Sí
4023-RTIQM,0,Female,1,1,0,31,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),50.4,1580.1,1.68,No,Sí
4024-CSNBY,0,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),94.25,6849.75,3.1416666666666666,No,No
4026-SKKHW,0,Male,0,0,0,3,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.25,152.3,1.675,No,No
4029-HPFVY,0,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.3,220.4,2.3433333333333333,No,No
4030-VPZBD,1,Female,0,0,0,2,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,30.9,59.05,1.03,Sí,No
4032-RMHCI,0,Female,0,1,1,41,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),35.4,1412.4,1.18,No,No
4039-HEUNW,1,Male,1,1,0,36,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.5,3436.1,3.216666666666667,Sí,Sí
4039-PIMHX,0,Male,1,1,0,49,1,No,DSL,No,Yes,No,No,No,No,Two year,0,Mailed check,49.8,2398.4,1.66,No,Sí
4043-MKDTV,0,Male,0,1,0,71,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,105.25,7291.75,3.5083333333333333,No,No
4049-ZPALD,0,Female,0,1,0,64,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),99.0,6375.8,3.3,No,No
4054-CUMIA,0,Female,0,1,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,401.95,0.675,No,No
4056-QHXHZ,0,Female,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,107.45,7576.7,3.5816666666666666,No,No
4057-FKCZK,0,Male,0,1,1,58,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),82.5,4828.05,2.75,No,No
4059-IIEBK,0,Female,0,0,0,7,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),78.55,522.95,2.618333333333333,No,No
4060-LDNLU,0,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,96.2,639.7,3.2066666666666666,No,No
4061-UKJWL,0,Male,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.45,141.7,1.5150000000000001,No,No
